UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte
ifrn_campus_santa_cruz,2009,IFRN,Instituto Federal do Rio Grande do Norte,Campus Santa Cruz,Campus,Nordeste,RN,Santa Cruz,"Rua São Braz, nº 304, Paraíso, Santa Cruz, RN, 59200-000",59200-000,(84) 4005-4110,gabin.sc@ifrn.edu.br,https://portal.ifrn.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-norte
ifrn_campus_sao_goncalo_do_amarante,2013,IFRN,Instituto Federal do Rio Grande do Norte,Campus São Gonçalo do Amarante,Campus,Nordeste,RN,São Gonçalo do Amarante,"Rua Prof. Carlos Guedes Alcoforado, s/n, Centro, São Gonçalo do Amarante, RN, 59290-000",59290-000,(84) 4005-4111,gabin.sga@ifrn.edu.br,https://portal.ifrn.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-norte
ifrn_campus_sao_paulo_do_potengi,2013,IFRN,Instituto Federal do Rio Grande do Norte,Campus São Paulo do Potengi,Campus,Nordeste,RN,São Paulo do Potengi,"RN 120, Km 2, Novo Juremal, São Paulo do Potengi, RN, 59460-000",59460-000,(84) 4005-4112,gabin.spp@ifrn.edu.br,https://portal.ifrn.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-norte
eaj_ufrn_escola_agricola_de_jundiai_universidade_federal_do_rio_grande_no_norte_ufrn,,EAJ/UFRN,Escola Agrícola de Jundiaí – Universidade Federal do Rio Grande No Norte (Ufrn),Escola Agrícola de Jundiaí – Universidade Federal do Rio Grande No Norte (Ufrn),Escola Agrícola,Nordeste,RN,Macaíba,"RN 160 - Km 03 - Distrito de Jundiaí, Macaíba, RN, 59280-000",59280-000,(84) 3342-2297,coordenacao_info@eaj.ufrn.br,https://eaj.ufrn.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-norte
esufrn_escola_de_saude_universidade_federal_do_rio_grande_no_norte_ufrn,,ESUFRN,Escola de Saúde - Universidade Federal do Rio Grande No Norte (Ufrn),Escola de Saúde - Universidade Federal do Rio Grande No Norte (Ufrn),Escola de Saúde,Nordeste,RN,Natal,"Avenida Senador Salgado Filho, s/n. Lagoa Nova, Natal, RN, 59078-970",59078-970,(84) 3342 2290,esufrn@ufrn.br,https://escoladesaude.ufrn.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-norte
emufrn_escola_de_musica_universidade_federal_do_rio_grande_no_norte_ufrn,,EMUFRN,Escola de Música - Universidade Federal do Rio Grande No Norte (Ufrn),Escola de Música - Universidade Federal do Rio Grande No Norte (Ufrn),Escola de Música,Nordeste,RN,Natal,"Rua Coronel João Medeiros – Lagoa Nova, Natal, RN, 59077-080",59077-080,(84) 3342 2229,diretor@musica.ufrn.br,https://musica.ufrn.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-norte
ifsul_reitoria_do_instituto_federal_sul_rio_grandense,,IFSul,Instituto Federal Sul-Rio-Grandense,Reitoria do Instituto Federal Sul-Rio-Grandense,Reitoria,Sul,RS,Pelotas,"Rua Gonçalves Chaves, 3218, Centro, Pelotas, RS, 96015-560",96015-560,(53) 3026-6050,reitoria@ifsul.edu.br,https://www.ifsul.edu.br/,Carlos Jesus Anghinoni Correa,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_jaguarao,2014,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Jaguarão,Campus,Sul,RS,Jaguarão,"Rua Corredor das Tropas, 801 Jaguarão, RS, 96300-000",96300-000,(53) 99177-4374,magdasantos@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_bage,2010,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Bagé,Campus,Sul,RS,Bagé,"Leonel de Moura Brizola, 2501 - Bairro Pedra Branca, Bagé, RS, 96418-400",96418-400,(53) 99947-7902,gabdirbage@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_camaqua,2010,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Camaquã,Campus,Sul,RS,Camaquã,"Rua Ana Gonçalves da Silva, 901 - Bairro Olaria, Camaquã, RS, 96785-130",96785-130,(51) 99458-2856,camaqua@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_charqueadas,2006,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Charqueadas,Campus,Sul,RS,Charqueadas,"Rua General Balbão, 81 – Centro, Charqueadas, RS, 96745-000",96745-000,(51) 3658-3775,ch-gabdir@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_gravatai,2013,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Gravataí,Campus,Sul,RS,Gravataí,"Rua Men de Sá, 800, Bom Sucesso, Gravataí, RS, 94135-300",94135-300,(53) 99177-3798,gravatai@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_lajeado,2013,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Lajeado,Campus,Sul,RS,Lajeado,"Rua João Goulart, 2150 - Bairro Olarias, Lajeado, RS, 95900-000",95900-000,(53) 99177-6677,lajeado@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_novo_hamburgo,2016,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Novo Hamburgo,Campus,Sul,RS,Novo Hamburgo,"Rua Pinheiro Machado nº 205 - Bairro Industrial, Novo Hamburgo, RS",,(51) 99134.4391,novohamburgo@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_passo_fundo,2007,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Passo Fundo,Campus,Sul,RS,Passo Fundo,"Estrada Perimetral Leste, 150, Passo Fundo, RS, 99064-440",99064-440,(54) 3311-2916,gabdir@passofundo.ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_pelotas,1942,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Pelotas,Campus,Sul,RS,Pelotas,"Praça Vinte de Setembro, 455, Centro, Pelotas, RS, 96015-360",96015-360,(53) 2123-1000,pl-gabdir@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_pelotas_visconde_da_graca,2013,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Pelotas-Visconde da Graça,Campus,Sul,RS,Pelotas,"Av. Ildelfonso Simões Lopes, 2791 - Bairro Arco-Íris, Pelotas, RS, 96060-290",96060-290,(53) 3309-5550,vg-gabdir@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_santana_do_livramento,2013,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Santana do Livramento,Campus,Sul,RS,Sant'Ana do Livramento,"Av. Paul Harris, 410 - Bairro Centro, Santana do Livramento, RS, 97574-360",97574-360,(55) 3621-1150.,sl-gabdir@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_sapiranga,2013,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Sapiranga,Campus,Sul,RS,Sapiranga,"Avenida Carlos Gilberto Weis, 155, Oeste Sapiranga, RS, 93800-000",93800-000,(51) 992-399-484,sapiranga@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_sapucaia_do_sul,1995,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Sapucaia do Sul,Campus,Sul,RS,Sapucaia do Sul,"Avenida Copacabana, 100, Piratini, Sapucaia do Sul, RS, 93216-120",93216-120,(51) 3452-9200,ss-gabdir@ifsul.edu.br,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifsul_campus_venancio_aires,2011,IFSul,Instituto Federal Sul-Rio-Grandense,Campus Venâncio Aires,Campus,Sul,RS,Venâncio Aires,"Avenida das Indústrias, 1865, Universitário, Venâncio Aires, RS, 95800-000",95800-000,(51) 3793-4200,ifsulvenancio@gmail.com,https://www.ifsul.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_reitoria_do_instituto_federal_do_rio_grande_do_sul,,IFRS,Instituto Federal do Rio Grande do Sul,Reitoria do Instituto Federal do Rio Grande do Sul,Reitoria,Sul,RS,Bento Gonçalves,"Rua General Osório, 348, Centro, Bento Gonçalves, RS, 95700-000",95700-000,(54) 3449-3300,gabinete@ifrs.edu.br,https://ifrs.edu.br/,Júlio Xandro Heck,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_alvorada,2015,IFRS,Instituto Federal do Rio Grande do Sul,Campus Alvorada,Campus,Sul,RS,Alvorada,"Rua Professor Darci Ribeiro, 121, Campos Verdes, Alvorada, RS, 94834-413",94834-413,(51) 3483-90101,comunicacao@alvorada.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_veranopolis,2015,IFRS,Instituto Federal do Rio Grande do Sul,Campus Veranópolis,Campus,Sul,RS,Veranópolis,"BR-470, Km 172, 6500 – Bairro Sapopema, Veranópolis, RS, 95330-000",95330-000,(54) 99194-1395,direcao@veranopolis.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_bento_goncalves,1959,IFRS,Instituto Federal do Rio Grande do Sul,Campus Bento Gonçalves,Campus,Sul,RS,Bento Gonçalves,"Avenida Osvaldo Aranha, 540, Juventude da Enologia Bento Gonçalves, RS, 95700-206",95700-206,(54) 3455-3200,comunicacao@bento.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_canoas,2010,IFRS,Instituto Federal do Rio Grande do Sul,Campus Canoas,Campus,Sul,RS,Canoas,"Rua Doutora Maria Zélia Carneiro de Figueiredo, 870-A, Igara III, Canoas, RS, 92412-240",92412-240,(51) 3415-8200,gabinete@canoas.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_caxias_do_sul,2010,IFRS,Instituto Federal do Rio Grande do Sul,Campus Caxias do Sul,Campus,Sul,RS,Caxias do Sul,"Rua Avelino Antônio de Souza, 1730, Nossa Senhora de Fátima, Caxias do Sul, RS, 95043-700",95043-700,(54) 3204-2100,gabinete@caxias.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_erechim,2010,IFRS,Instituto Federal do Rio Grande do Sul,Campus Erechim,Campus,Sul,RS,Erechim,"Rua Domingos Zanella, 104, Três Vendas, Erechim, RS, 99713-028",99713-028,(54) 3321-7500,gabinete@erechim.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_farroupilha,2013,IFRS,Instituto Federal do Rio Grande do Sul,Campus Farroupilha,Campus,Sul,RS,Farroupilha,"Rua São Vicente, 785, Cinquentenário, Farroupilha, RS, 95174-274",95174-274,(54) 3260-2400,gabinete@farroupilha.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_feliz,2013,IFRS,Instituto Federal do Rio Grande do Sul,Campus Feliz,Campus,Sul,RS,Feliz,"Princesa Isabel, 60, Vila Rica, Feliz, RS, 95770-000",95770-000,(51) 3637-4400,gabinete@feliz.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_ibiruba,2013,IFRS,Instituto Federal do Rio Grande do Sul,Campus Ibirubá,Campus,Sul,RS,Ibirubá,"Rua Nelsi Ribas Fritsch, 1111, Esperança, Ibirubá, RS, 98200-000",98200-000,(54) 3324-8100,gabinete@ibiruba.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_osorio,2010,IFRS,Instituto Federal do Rio Grande do Sul,Campus Osório,Campus,Sul,RS,Osório,"Avenida Santos Dumont, 2127, Albatroz, Osório, RS, 95520-000",95520-000,(51) 3601-3500,gabinete@osorio.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_porto_alegre,1909,IFRS,Instituto Federal do Rio Grande do Sul,Campus Porto Alegre,Campus,Sul,RS,Porto Alegre,"Rua Coronel Vicente, 281, Centro Histórico, Porto Alegre, RS, 90030-041",90030-041,(51) 3930-6010,gabinete@poa.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_porto_alegre_restinga,2010,IFRS,Instituto Federal do Rio Grande do Sul,Campus Porto Alegre Restinga,Campus,Sul,RS,Porto Alegre,"Rua Alberto Hoffmann, 285, Restinga, Porto Alegre, RS, 91791-508",91791-508,(51) 3247-8400,gabinete@restinga.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_rio_grande,1964,IFRS,Instituto Federal do Rio Grande do Sul,Campus Rio Grande,Campus,Sul,RS,Rio Grande,"Rua Engenheiro Alfredo Huch, 475, Centro, Rio Grande, RS, 96201-460",96201-460,(53) 3233-8624,gabinete@riogrande.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_rolante,2015,IFRS,Instituto Federal do Rio Grande do Sul,Campus Rolante,Campus,Sul,RS,Rolante,"RS 239 km 68, 3505, Rolante, RS, 95690-000",95690-000,(51) 3547-9601,comunicacao@rolante.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_sertao,1957,IFRS,Instituto Federal do Rio Grande do Sul,Campus Sertão,Campus,Sul,RS,Sertão,"Rodovia RS 135, Distrito Eng. Luiz Englert, Sertão, RS, 99170-000",99170-000,(54) 3345-8000,comunicacao@sertao.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_vacaria,2015,IFRS,Instituto Federal do Rio Grande do Sul,Campus Vacaria,Campus,Sul,RS,Vacaria,"Estrada João Viterbo de Oliveira, 3061, Zona Rural, Vacaria, RS, 95219-899",95219-899,(54) 3231-7400,gabinete@vacaria.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifrs_campus_viamao,2016,IFRS,Instituto Federal do Rio Grande do Sul,Campus Viamão,Campus,Sul,RS,Viamão,"Av. Senador Salgado Filho, 7.000, Querência Viamão, RS, 94440-000",94440-000,(51) 3320-7115,comunicacao@viamao.ifrs.edu.br,https://ifrs.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_reitoria_do_instituto_federal_farroupilha,,IF Farroupilha,Instituto Federal Farroupilha,Reitoria do Instituto Federal Farroupilha,Reitoria,Sul,RS,das Dores Santa Maria,"Alameda Santiago do Chile, 195 - Nossa Sra, das Dores Santa Maria, RS, 97050-685",97050-685,(55) 3218-9800,gabreitoria@iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,Nídia Heringer,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_alegrete,1964,IF Farroupilha,Instituto Federal Farroupilha,Campus Alegrete,Campus,Sul,RS,Alegrete,"RS-377 - Km 27, Passo Novo Alegrete, RS, 97555-000",97555-000,(55) 9 9998-9174,gabinete.al@iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_avancado_uruguaiana,2014,IF Farroupilha,Instituto Federal Farroupilha,Campus Avançado Uruguaiana,Campus Avançado,Sul,RS,Uruguaiana,"Rua Monteiro Lobato, 4442, Cabo Luís Quevedo, Uruguaiana, RS, 97503-748",97503-748,(55) 9 9930-9210,gabinete.ug@iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_julio_de_castilhos,2010,IF Farroupilha,Instituto Federal Farroupilha,Campus Júlio de Castilhos,Campus,Sul,RS,Júlio de Castilhos,"RS 527 - Estrada de Acesso Secundário a Tupanciretã, Júlio de Castilhos, RS, 98130-000",98130-000,(55) 3271-9500,gabinete.jc@iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_panambi,2010,IF Farroupilha,Instituto Federal Farroupilha,Campus Panambi,Campus,Sul,RS,Panambi,"Rua Erechim, 860, Planalto, Panambi, RS, 98280-000",98280-000,(55) 3376 8800,gabinete.pb@iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_santa_rosa,2010,IF Farroupilha,Instituto Federal Farroupilha,Campus Santa Rosa,Campus,Sul,RS,Santa Rosa,"Av. Cel. Bráulio de Oliveira, 1.400 – Central, Santa Rosa, RS, 98787-740",98787-740,(55) 2013 0200,gabinete.sr@iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_santo_angelo,2014,IF Farroupilha,Instituto Federal Farroupilha,Campus Santo Ângelo,Campus,Sul,RS,Santo Ãngelo,"RS 218 - Km 5 – Indúbras, Santo Ângelo, RS, 98806-700",98806-700,(55) 3931-3905,gabinete.san@iffar.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_santo_augusto,2007,IF Farroupilha,Instituto Federal Farroupilha,Campus Santo Augusto,Campus,Sul,RS,Santo Augusto,"Rua Fábio João Andolhe, 1100, Santo Augusto, RS, 98590-970",98590-970,(55) 3781-3555,gabinete.sa@iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_sao_borja,2010,IF Farroupilha,Instituto Federal Farroupilha,Campus São Borja,Campus,Sul,RS,São Borja,"Rua Barão do Rio Branco, Otaviano Mendes esquina Mauricio Machado, Bettin, São Borja, RS, 97670-000",97670-000,(55 ) 3431-0500,gabinete@sb.iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_sao_vicente_do_sul,2008,IF Farroupilha,Instituto Federal Farroupilha,Campus São Vicente do Sul,Campus,Sul,RS,São Vicente do Sul,"Rua 20 de Setembro, 2616, São Vicente do Sul, RS, 97420-000",97420-000,(55) 3218-8500,gabinete.svs@iffar.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
if_farroupilha_campus_jaguari,2013,IF Farroupilha,Instituto Federal Farroupilha,Campus Jaguari,Campus,Sul,RS,Jaguari,"BR 287, KM 360, Estrada do Chapadão, s/n, Jaguari, RS, 97760-000",97760-000,(55) 3255 - 0200,gabinete.ja@iffarroupilha.edu.br,https://www.iffarroupilha.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
cpt_ufsm_colegio_politecnico_de_santa_maria_universidade_federal_de_santa_maria_ufsm,,CPT/UFSM,Colégio Politécnico de Santa Maria - Universidade Federal de Santa Maria (Ufsm),Colégio Politécnico de Santa Maria - Universidade Federal de Santa Maria (Ufsm),Colégio Politécnico,Sul,RS,Santa Maria,"Av. Roraima, n° 1000, Campus UFSM, Prédio 70, Camobi, Santa Maria, RS, 97105-900",97105-900,(55) 3220-8194,colegio@politecnico.ufsm.br,https://www.ufsm.br/unidades-universitarias/politecnico,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
cpt_ufsm_colegio_tecnico_industrial_santa_maria_universidade_federal_de_santa_maria_ufsm,,CPT/UFSM,Colégio Politécnico de Santa Maria - Universidade Federal de Santa Maria (Ufsm),Colégio Técnico Industrial Santa Maria - Universidade Federal de Santa Maria (Ufsm),Colégio Técnico,Sul,RS,Prédio 05 Santa Maria,"Av. Roraima, n° 1000, Campus UFSM, Prédio 05 Santa Maria, RS, 97105-900",97105-900,(55) 3220-9540,direcao@ctism.ufsm.br,https://www.ufsm.br/unidades-universitarias/politecnico,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-grande-do-sul
ifro_reitoria_do_instituto_federal_de_rondonia,,IFRO,Instituto Federal de Rondonia,Reitoria do Instituto Federal de Rondonia,Reitoria,Norte,RO,Porto Velho,"Av. Lauro Sodré, 6500 - Censipam - Aeroporto, Porto Velho, RO, 76803-260",76803-260,(69) 2182-9602,reitoria@ifro.edu.br,https://portal.ifro.edu.br/,Moisés José Rosa Souza,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_ariquemes,2010,IFRO,Instituto Federal de Rondonia,Campus Ariquemes,Campus,Norte,RO,Ariquemes,"RO 257, Km 13, Sentido Machadinho do Oeste – RO, Zona Rural, Ariquemes, RO, 76878-899",76878-899,(69) 2103-0100,campusariquemes@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_cacoal,2013,IFRO,Instituto Federal de Rondonia,Campus Cacoal,Campus,Norte,RO,Cacoal,"Rodovia BR 364, Km 228, Lote 2A - Zona Rural, Cacoal, RO, 76960-970",76960-970,(69) 3443-2445,campuscacoal@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_colorado_do_oeste,1993,IFRO,Instituto Federal de Rondonia,Campus Colorado do Oeste,Campus,Norte,RO,Colorado do Oeste,"BR 435, km 63 (antiga RO 399, KM 05) – Zona Rural, Caixa Postal 51 Colorado do Oeste, RO, 76993-000",76993-000,(69) 3341-7601,campuscolorado@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_guajara_mirim,2016,IFRO,Instituto Federal de Rondonia,Campus Guajará-Mirim,Campus,Norte,RO,Guajará-Mirim,"Avenida 15 de Novembro, 4849 - Bairro Planalto. Guajará, Mirim, RO, 76850-000",76850-000,(69) 3516-4702,guajara@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_jaru,2016,IFRO,Instituto Federal de Rondonia,Campus Jaru,Campus,Norte,RO,Jaru,"Av. Vereador Otaviano Pereira Neto, 874, Setor 2, Jaru, RO, 76890-000",76890-000,(69) 99918-2512,campusjaru@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_ji_parana,2010,IFRO,Instituto Federal de Rondonia,Campus Ji-Paraná,Campus,Norte,RO,Ji-Paraná,"Rua Rio amazonas, 151, Jardim dos Migrantes. Ji, Paraná, RO, 78900-730",78900-730,(69) 2183-6906,campusjiparana@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_porto_velho_calama,2013,IFRO,Instituto Federal de Rondonia,Campus Porto Velho Calama,Campus,Norte,RO,Porto Velho,"Avenida Calama nº 4985 - Bairro Flodoaldo Pontes Pinto, Porto Velho, RO, 76820-441",76820-441,(69) 2182-8902,campusportovelhocalama@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_porto_velho_zona_norte,2010,IFRO,Instituto Federal de Rondonia,Campus Porto Velho Zona Norte,Campus,Norte,RO,Porto Velho,"Avenida Governador Jorge Teixeira, 3146, Setor Industrial, Porto Velho, RO, 76821-002",76821-002,(69) 2182-3824,campusportovelhozonanorte@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_vilhena,2010,IFRO,Instituto Federal de Rondonia,Campus Vilhena,Campus,Norte,RO,Vilhena,"Rodovia BR 174, KM 3, nº4334, Zona Urbana, Vilhena, Vilhena, RO, 78995-000",78995-000,(69) 2101-0703,campusvilhena@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifro_campus_sao_miguel_do_guapore,2018,IFRO,Instituto Federal de Rondonia,Campus São Miguel do Guaporé,Campus,Norte,RO,São Miguel do Guaporé,"Av. Presidente Kennedy, nº 1685, Planalto São Miguel do Guaporé, RO, 76932-000",76932-000,(69) 99916 4851,cgab.saomiguel@ifro.edu.br,https://portal.ifro.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rondonia
ifrr_reitoria_do_instituto_federal_de_roraima,,IFRR,Instituto Federal de Roraima,Reitoria do Instituto Federal de Roraima,Reitoria,Norte,RR,Calunga Boa Vista,"Rua Fernão Dias Paes Leme, 11, Calunga Boa Vista, RR, 69303-220",69303-220,(95) 3624-1224,gabinete.reitoria@ifrr.edu.br,https://reitoria.ifrr.edu.br/,NILRA JANE FILGUEIRA BEZERRA,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/roraima
ifrr_campus_amajari,2010,IFRR,Instituto Federal de Roraima,Campus Amajari,Campus,Norte,RR,Amajari,"Rodovia Antonino Menezes da Silva (antiga RR 342), vicinal que liga a Balsa de Aparecida à Vila Brasil -Km 03, Amajari, RR, 69343-000",69343-000,(95) 3593-1143,gabinete.amajari@ifrr.edu.br,https://reitoria.ifrr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/roraima
