UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte,Endereco_Geocodificacao_Base,latitude,longitude,geocode_status,geocode_precisao,geocode_confianca,geocode_query,geocode_endereco_retornado,geocode_osm_type,geocode_osm_id,geocode_importance,revisar_manual
ifc_campus_santa_rosa_do_sul,1993,IFC,Instituto Federal Catarinense,Campus Santa Rosa do Sul,Campus,Sul,SC,Santa Rosa do Sul,"Rua das Rosas, s/n. Vila Nova, Santa Rosa do Sul, SC, 88965-000",88965-000,(48) 3534-8000,gabinete.srs@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina,"Rua das Rosas, s/n. Vila Nova, Santa Rosa do Sul, SC, 88965-000, Brasil",-29.1354955,-49.7154188,ok,municipio_uf,baixa,"Santa Rosa do Sul, SC, Brasil","Santa Rosa do Sul, Santa Catarina, Região Sul, Brasil",relation,296655.0,0.48088253121850977,True
ifc_campus_sao_bento_do_sul,2016,IFC,Instituto Federal Catarinense,Campus São Bento do Sul,Campus,Sul,SC,São Bento do Sul,"Rua Paulo Chapiewsky - Centenário, São Bento do Sul, SC, 89283-063",89283-063,None,gabinete.sbs@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina,"Rua Paulo Chapiewsky - Centenário, São Bento do Sul, SC, 89283-063, Brasil",-26.2487865,-49.3516024,ok,endereco_padronizado,alta,"Rua Paulo Chapiewsky - Centenário, São Bento do Sul, SC, 89283-063, Brasil","Rua Paulo Chapiewsky, Centenário, São Bento do Sul, Santa Catarina, Região Sul, 89283-105, Brasil",way,256750296.0,0.053389482719157666,False
ifc_campus_sao_francisco_do_sul,2013,IFC,Instituto Federal Catarinense,Campus São Francisco do Sul,Campus,Sul,SC,São Francisco do Sul,"Rodovia Duque de Caxias, n 6750, Iperoba, São Francisco do Sul, SC, 89240-000",89240-000,(47) 3233-4000,gabinete.sfs@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina,"Rodovia Duque de Caxias, n 6750, Iperoba, São Francisco do Sul, SC, 89240-000, Brasil",-26.2250923,-48.5766943,ok,endereco_padronizado,alta,"Rodovia Duque de Caxias, n 6750, Iperoba, São Francisco do Sul, SC, 89240-000, Brasil","Rodovia Duque de Caxias, Reta, Aldeia Indígena YvY Ju, São Francisco do Sul, Santa Catarina, Região Sul, 89334-132, Brasil",way,971213672.0,0.05338882047760735,False
ifc_campus_videira,2010,IFC,Instituto Federal Catarinense,Campus Videira,Campus,Sul,SC,Videira,"Rodovia SC 135, KM 125, Campo Experimental, Videira, SC, 89560-000",89560-000,(49) 3533-4900,gabinete.videira@ifc.edu.br,https://ifc.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/santa-catarina,"Rodovia SC 135, KM 125, Campo Experimental, Videira, SC, 89560-000, Brasil",-27.0021634,-51.1617793,ok,cep_municipio_uf,media,"89560-000, Videira, SC, Brasil","89560-000, Videira, Santa Catarina, Região Sul, Brasil",,,0.12000999999999995,False
ifsp_reitoria_do_instituto_federal_de_sao_paulo,,IFSP,Instituto Federal de São Paulo,Reitoria do Instituto Federal de São Paulo,Reitoria,Sudeste,SP,São Paulo,"Rua Pedro Vicente, 625, Canindé, São Paulo, SP, 01109-010",01109-010,(11) 3775-4501,gab@ifsp.edu.br,https://www.ifsp.edu.br/,Silmário Batista Dos Santos,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Pedro Vicente, 625, Canindé, São Paulo, SP, 01109-010, Brasil",-23.5229703,-46.6240557,ok,endereco_padronizado,alta,"Rua Pedro Vicente, 625, Canindé, São Paulo, SP, 01109-010, Brasil","av Projetada (Canindé-Pari) - ponto final da linha 2010, 625, Rua Pedro Vicente, Canindé, Pari, São Paulo, Região Sudeste, 01109-010, Brasil",node,10563748446.0,7.861829556720863e-05,False
ifsp_campus_araraquara,2010,IFSP,Instituto Federal de São Paulo,Campus Araraquara,Campus,Sudeste,SP,Araraquara,"Rua Doutor Aldo Benedito Pierri, 250 - Jardim Paulo Freire, Araraquara, SP, 14804-296",14804-296,(16) 3303-2345,direcao.arq@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Doutor Aldo Benedito Pierri, 250 - Jardim Paulo Freire, Araraquara, SP, 14804-296, Brasil",-21.7844324,-48.1539733,ok,cep_municipio_uf,media,"14804-296, Araraquara, SP, Brasil","Jardim Brasil, Vila Xavier, Araraquara, São Paulo, Região Sudeste, 14810-193, Brasil",node,5209377522.0,0.14673038300144955,False
ifsp_campus_avancado_ilha_solteira,2015,IFSP,Instituto Federal de São Paulo,Campus Avançado Ilha Solteira,Campus Avançado,Sudeste,SP,Ilha Solteira,"Alameda Tucuruí, 164, Ilha Solteira, SP, 15385-000",15385-000,(18) 3748-8300,drg.ist@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Alameda Tucuruí, 164, Ilha Solteira, SP, 15385-000, Brasil",-20.421048,-51.3331515,ok,endereco_padronizado,alta,"Alameda Tucuruí, 164, Ilha Solteira, SP, 15385-000, Brasil","Instituto Federal do Estado de São Paulo - Campus Avançado de Ilha Solteira, 164, Alameda Tucuruí, Recanto dos Lírios, Ilha Solteira, São Paulo, Região Sudeste, 15385-000, Brasil",way,668694820.0,5.974135957880549e-05,False
ifsp_campus_jundiai,2016,IFSP,Instituto Federal de São Paulo,Campus Jundiaí,Campus,Sudeste,SP,Jundiaí,"Avenida Doutor Cavalcanti, 396 - Centro, Jundiaí, SP, 13201-003",13201-003,(11) 2448 8512,drg.jnd@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida Doutor Cavalcanti, 396 - Centro, Jundiaí, SP, 13201-003, Brasil",-23.1814232,-46.8962348,ok,cep_municipio_uf,media,"13201-003, Jundiaí, SP, Brasil","Jardim Brasil, Vila Municipal, Jundiaí, São Paulo, Região Sudeste, 13201-049, Brasil",node,5531345252.0,0.08006412985427631,False
ifsp_campus_avancado_tupa,2016,IFSP,Instituto Federal de São Paulo,Campus Avançado Tupã,Campus Avançado,Sudeste,SP,Tupã,"Rua Othon Guedes Junior, 175 - Parque Universitário, Tupã, SP, 17607-325",17607-325,(14) 3404-3551,drg.tup@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Othon Guedes Junior, 175 - Parque Universitário, Tupã, SP, 17607-325, Brasil",-21.9335288,-50.5307783,ok,cep_municipio_uf,media,"17607-325, Tupã, SP, Brasil","Rua Brasil, Tupã, São Paulo, Região Sudeste, 17605-243, Brasil",way,161776118.0,0.05339134279392688,False
ifsp_campus_avare,2010,IFSP,Instituto Federal de São Paulo,Campus Avaré,Campus,Sudeste,SP,Avaré,"Avenida Professor Celso Ferreira da Silva, 1333, Jardim Europa II, Avaré, SP, 18707-150",18707-150,(14) 3514-0094,drg.avr@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida Professor Celso Ferreira da Silva, 1333, Jardim Europa II, Avaré, SP, 18707-150, Brasil",-23.0789323,-48.9259561,ok,endereco_padronizado,alta,"Avenida Professor Celso Ferreira da Silva, 1333, Jardim Europa II, Avaré, SP, 18707-150, Brasil","IFSP - Instituto de Federal de São Paulo - Campus Avaré, 1333, Avenida Professor Celso Ferreira da Silva, Condomínio Residencial Canto da Mata, Jardim Europa, Avaré, São Paulo, Região Sudeste, 18707-150, Brasil",node,12750740544.0,7.038147554737191e-05,False
ifsp_campus_barretos,2010,IFSP,Instituto Federal de São Paulo,Campus Barretos,Campus,Sudeste,SP,Barretos,"Avenida C-1, 250, Ide Daher, Barretos, SP, 14781-502",14781-502,(17) 3312-0720,drg.brt@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida C-1, 250, Ide Daher, Barretos, SP, 14781-502, Brasil",-20.5695131,-48.5818423,ok,cep_municipio_uf,media,"14781-502, Barretos, SP, Brasil","Rua Brasil, Distrito Industrial, Barretos, São Paulo, Região Sudeste, 14783-195, Brasil",way,157113896.0,0.05339511329823755,False
ifsp_campus_bauru,2022,IFSP,Instituto Federal de São Paulo,Campus Bauru,Campus,Sudeste,SP,Bauru,"Rua Severino Lins, 7-10, Vila Aviação, Bauru, SP, 17018-600",17018-600,(14) 3042-1577,faleconosco.bru@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Severino Lins, 7-10, Vila Aviação, Bauru, SP, 17018-600, Brasil",-22.3533046,-49.0485418,ok,endereco_padronizado,alta,"Rua Severino Lins, 7-10, Vila Aviação, Bauru, SP, 17018-600, Brasil","Rua Severino Lins, Jardim América, Vila Aviação B, Bauru, São Paulo, Região Sudeste, 17018-550, Brasil",way,749888548.0,0.05339756084534978,False
ifsp_campus_birigui,2010,IFSP,Instituto Federal de São Paulo,Campus Birigui,Campus,Sudeste,SP,Birigui,"Rua Pedro Cavalo, 709, Portal da Pérola II, Birigui, SP, 16201-407",16201-407,(18) 3643-1160,drg.bri@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Pedro Cavalo, 709, Portal da Pérola II, Birigui, SP, 16201-407, Brasil",-21.2489098,-50.3140368,ok,endereco_padronizado,alta,"Rua Pedro Cavalo, 709, Portal da Pérola II, Birigui, SP, 16201-407, Brasil","Instituto Federal - Campus Birigui, 709, Rua Pedro Cavalo, Residencial Portal da Pérola, Conjunto Habitacional Vereador Flávio Marin Salmeirão, Birigui, São Paulo, Região Sudeste, 16201-407, Brasil",way,345799938.0,6.170366979472064e-05,False
ifsp_campus_boituva,2013,IFSP,Instituto Federal de São Paulo,Campus Boituva,Campus,Sudeste,SP,Boituva,"Rua Zélia de Lima Rosa, 100, Recanto das Primaveras, Boituva, SP, 18552-252",18552-252,(15) 3414-6920,drg.btv@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Zélia de Lima Rosa, 100, Recanto das Primaveras, Boituva, SP, 18552-252, Brasil",-23.2884176,-47.6520894,ok,cep_municipio_uf,media,"18552-252, Boituva, SP, Brasil","18552-252, Boituva, São Paulo, Região Sudeste, Brasil",,,0.12000999999999995,False
ifsp_campus_braganca_paulista,2006,IFSP,Instituto Federal de São Paulo,Campus Bragança Paulista,Campus,Sudeste,SP,Bragança Paulista,"Rua Major Fernando Valle, 2013, São Miguel, Bragança Paulista, SP, 12903-000",12903-000,(11) 4034-7801,drg.bra@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Major Fernando Valle, 2013, São Miguel, Bragança Paulista, SP, 12903-000, Brasil",-22.948503,-46.5534277,ok,endereco_padronizado,alta,"Rua Major Fernando Valle, 2013, São Miguel, Bragança Paulista, SP, 12903-000, Brasil","Rua Major Fernando Valle, Recanto Elizabeth, Vila Santa Libania, Bragança Paulista, São Paulo, Região Sudeste, 12904-250, Brasil",way,1312147806.0,0.05339570382238495,False
ifsp_campus_campinas,2010,IFSP,Instituto Federal de São Paulo,Campus Campinas,Campus,Sudeste,SP,Campinas,"Rua Heitor Lacerda Guedes, 1000 - Cidade Satélite Íris, Campinas, SP, 13059-581",13059-581,(19) 3775-4684,drg.cmp@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Heitor Lacerda Guedes, 1000 - Cidade Satélite Íris, Campinas, SP, 13059-581, Brasil",-22.9489749,-47.1494191,ok,endereco_padronizado,alta,"Rua Heitor Lacerda Guedes, 1000 - Cidade Satélite Íris, Campinas, SP, 13059-581, Brasil","Instituto Federal de Educação, Ciência e Tecnologia de São Paulo – IFSP, 1000, Rua Heitor Lacerda Guedes, Cidade Satélite Iris, Campo Grande, Campinas, São Paulo, Região Sudeste, 13059-581, Brasil",way,846410687.0,6.852597848473361e-05,False
ifsp_campus_campos_do_jordao,2008,IFSP,Instituto Federal de São Paulo,Campus Campos do Jordão,Campus,Sudeste,SP,Campos do Jordão,"Rua Monsenhor José Vita, 280, Abernéssia, Campos do Jordão, SP, 12460-000",12460-000,(12) 3668-9465,drg.cjo@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Monsenhor José Vita, 280, Abernéssia, Campos do Jordão, SP, 12460-000, Brasil",-22.7427879,-45.5927373,ok,endereco_padronizado,alta,"Rua Monsenhor José Vita, 280, Abernéssia, Campos do Jordão, SP, 12460-000, Brasil","Instituto Federal de Educação, Ciência e Tecnologia de São Paulo, 280, Rua Monsenhor José Vita, Vila Paulista, Vila Abernéssia, Campos do Jordão, São Paulo, Região Sudeste, 12460-000, Brasil",way,1025048184.0,6.0142671854688604e-05,False
ifsp_campus_capivari,2013,IFSP,Instituto Federal de São Paulo,Campus Capivari,Campus,Sudeste,SP,Capivari,"Av. Dr. Ênio Pires de Camargo, 2971, Ribeirão, Capivari, SP, 13365-010",13365-010,(19) 3199-8202,drg.cpv@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Av. Dr. Ênio Pires de Camargo, 2971, Ribeirão, Capivari, SP, 13365-010, Brasil",-23.005177,-47.5191771,ok,cep_municipio_uf,media,"13365-010, Capivari, SP, Brasil","Sicad do Brasil Fitas Autoadesivas Ltda, 1388, Porto Alegre, Capivari, São Paulo, Região Sudeste, Brasil",way,885668973.0,0.08006013046463718,False
ifsp_campus_caraguatatuba,2006,IFSP,Instituto Federal de São Paulo,Campus Caraguatatuba,Campus,Sudeste,SP,Caraguatatuba,"Avenida Bahia, 1739 - Indaiá, Caraguatatuba, SP, 11665-071",11665-071,(12) 3885-2130,drg@ifspcaraguatatuba.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida Bahia, 1739 - Indaiá, Caraguatatuba, SP, 11665-071, Brasil",-23.6365119,-45.4258605,ok,endereco_padronizado,alta,"Avenida Bahia, 1739 - Indaiá, Caraguatatuba, SP, 11665-071, Brasil","1739, Avenida Bahia, Indaiá, Caraguatatuba, São Paulo, Região Sudeste, 11665-071, Brasil",way,543812102.0,6.0000762951049324e-05,False
ifsp_campus_catanduva,2010,IFSP,Instituto Federal de São Paulo,Campus Catanduva,Campus,Sudeste,SP,Catanduva,"Avenida Pastor José Dutra de Moraes, 239, Distrito Industrial Antônio Zácaro, Catanduva, SP, 15808-305",15808-305,(17) 3524-9710,drg.ctd@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida Pastor José Dutra de Moraes, 239, Distrito Industrial Antônio Zácaro, Catanduva, SP, 15808-305, Brasil",-21.1470162,-48.9458517,ok,cep_municipio_uf,media,"15808-305, Catanduva, SP, Brasil","15808-305, Catanduva, São Paulo, Região Sudeste, Brasil",,,0.12000999999999995,False
ifsp_campus_cubatao,1987,IFSP,Instituto Federal de São Paulo,Campus Cubatão,Campus,Sudeste,SP,Cubatão,"Rua Maria Cristina, 50, Jardim Casqueiro, Cubatão, SP, 11533-160",11533-160,(13) 3346-5393,drg.cbt@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Maria Cristina, 50, Jardim Casqueiro, Cubatão, SP, 11533-160, Brasil",-23.9286887,-46.4124713,ok,endereco_padronizado,alta,"Rua Maria Cristina, 50, Jardim Casqueiro, Cubatão, SP, 11533-160, Brasil","Instituto Federal São Paulo - Campus Cubatão, 50, Rua Maria Cristina, Jardim Casqueiro, Cubatão, São Paulo, Região Sudeste, 11533-160, Brasil",way,338074617.0,6.123674372468174e-05,False
ifsp_campus_guarulhos,2005,IFSP,Instituto Federal de São Paulo,Campus Guarulhos,Campus,Sudeste,SP,Guarulhos,"Avenida Salgado Filho, 3501, Vila Rio de Janeiro, Guarulhos, SP, 07115-000",07115-000,(11) 2304-4255,drg.gru@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida Salgado Filho, 3501, Vila Rio de Janeiro, Guarulhos, SP, 07115-000, Brasil",-23.4388197,-46.5374605,ok,endereco_padronizado,alta,"Avenida Salgado Filho, 3501, Vila Rio de Janeiro, Guarulhos, SP, 07115-000, Brasil","Instituto Federal de Educação, Ciência e Tecnologia de São Paulo - Campus Guarulhos, 3501, Avenida Salgado Filho, Vila Rio de Janeiro, Vila Rio, Distrito-sede de Guarulhos, Guarulhos, São Paulo, Região Sudeste, 07115-000, Brasil",way,221552586.0,7.861829556720863e-05,False
ifsp_campus_hortolandia,2010,IFSP,Instituto Federal de São Paulo,Campus Hortolândia,Campus,Sudeste,SP,Hortolândia,"Avenida Thereza Ana Cecon Breda, 1896, Vila São Pedro, Hortolândia, SP, 13183-250",13183-250,(19) 3865-8071,cdi.hto@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida Thereza Ana Cecon Breda, 1896, Vila São Pedro, Hortolândia, SP, 13183-250, Brasil",-22.8581087,-47.2156151,ok,endereco_padronizado,alta,"Avenida Thereza Ana Cecon Breda, 1896, Vila São Pedro, Hortolândia, SP, 13183-250, Brasil","Avenida Thereza Ana Cecon Breda, Jardim das Paineiras, Centro, Hortolândia, São Paulo, Região Sudeste, 13183-150, Brasil",way,525477998.0,0.0533940421149004,False
ifsp_campus_itapetininga,2010,IFSP,Instituto Federal de São Paulo,Campus Itapetininga,Campus,Sudeste,SP,Itapetininga,"Avenida João Olímpio de Oliveira, 1561, Vila Asem, Itapetininga, SP, 18202-000",18202-000,(15) 3376-9930,drg.itp@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida João Olímpio de Oliveira, 1561, Vila Asem, Itapetininga, SP, 18202-000, Brasil",-23.5964302,-48.0162883,ok,endereco_padronizado,alta,"Avenida João Olímpio de Oliveira, 1561, Vila Asem, Itapetininga, SP, 18202-000, Brasil","Avenida João Olímpio de Oliveira, Vila Asem, Itapetininga, São Paulo, Região Sudeste, 18202-380, Brasil",way,593090418.0,0.053395059891660906,False
ifsp_campus_itaquaquecetuba,2016,IFSP,Instituto Federal de São Paulo,Campus Itaquaquecetuba,Campus,Sudeste,SP,Itaquaquecetuba,"Rua Primeiro de Maio, 500, Estação, Itaquaquecetuba, SP, 08571-050",08571-050,(11) 9 9349-0148,drg.itq@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Primeiro de Maio, 500, Estação, Itaquaquecetuba, SP, 08571-050, Brasil",-23.4856473,-46.342894,ok,endereco_padronizado,alta,"Rua Primeiro de Maio, 500, Estação, Itaquaquecetuba, SP, 08571-050, Brasil","Instituto Federal de São Paulo - Câmpus Itaquaquecetuba, 500, Rua Primeiro de Maio, Vila Virginia, Vila Zeferina, Itaquaquecetuba, São Paulo, Região Sudeste, 08571-050, Brasil",way,1099427404.0,6.189898527499836e-05,False
ifsp_campus_jacarei,2015,IFSP,Instituto Federal de São Paulo,Campus Jacareí,Campus,Sudeste,SP,Jacareí,"Rua Antônio Fogaça de Almeida, 200, Jardim América, Jacareí, SP, 12322-030",12322-030,(12) 2128-5200,drg.jcr@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Antônio Fogaça de Almeida, 200, Jardim América, Jacareí, SP, 12322-030, Brasil",-23.3174395,-45.9843693,ok,endereco_padronizado,alta,"Rua Antônio Fogaça de Almeida, 200, Jardim América, Jacareí, SP, 12322-030, Brasil","IFSP - Campus Jacareí, 200, Rua Antônio Fogaça de Almeida, Jardim Elza Maria, Jardim América, Jacareí, São Paulo, Região Sudeste, 12322-030, Brasil",way,1175506121.0,6.179369802391116e-05,False
ifsp_campus_matao,2013,IFSP,Instituto Federal de São Paulo,Campus Matão,Campus,Sudeste,SP,Matão,"Rua Estéfano D'avassi, 625, Nova Cidade, Matão, SP, 15991-502",15991-502,(16) 3506-0713,drg.mto@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Estéfano D'avassi, 625, Nova Cidade, Matão, SP, 15991-502, Brasil",-21.5847434,-48.3773827,ok,cep_municipio_uf,media,"15991-502, Matão, SP, Brasil","Jardim Brasil, Matão, São Paulo, Região Sudeste, 15996-126, Brasil",node,3319942597.0,0.14672730373083082,False
ifsp_campus_miracatu,2022,IFSP,Instituto Federal de São Paulo,Campus Miracatu,Campus,Sudeste,SP,Miracatu,"Avenida da Saudade, s/n, Miracatu, SP, 11850-000",11850-000,(11) 99404-0240,drg.mrc@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida da Saudade, s/n, Miracatu, SP, 11850-000, Brasil",-24.2854961,-47.4516202,ok,endereco_padronizado,alta,"Avenida da Saudade, s/n, Miracatu, SP, 11850-000, Brasil","Avenida da Saudade, Miracatu, São Paulo, Região Sudeste, Brasil",way,265808747.0,0.053391792935072825,False
ifsp_campus_piracicaba,2010,IFSP,Instituto Federal de São Paulo,Campus Piracicaba,Campus,Sudeste,SP,Piracicaba,"Rua Diácono Jair de Oliveira, 1005, Santa Rosa, Piracicaba, SP, 13414-155",13414-155,(19) 3412-2701,drg.prc@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua Diácono Jair de Oliveira, 1005, Santa Rosa, Piracicaba, SP, 13414-155, Brasil",-22.6913741,-47.6290417,ok,cep_municipio_uf,media,"13414-155, Piracicaba, SP, Brasil","13414-155, Piracicaba, São Paulo, Região Sudeste, Brasil",,,0.12000999999999995,False
ifsp_campus_presidente_epitacio,2010,IFSP,Instituto Federal de São Paulo,Campus Presidente Epitácio,Campus,Sudeste,SP,Presidente Epitácio,"Rua José Ramos Júnior, 27-50 - Jardim Tropical, Presidente Epitácio, SP, 19470-000",19470-000,(18) 3281-9584,drg.pep@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rua José Ramos Júnior, 27-50 - Jardim Tropical, Presidente Epitácio, SP, 19470-000, Brasil",-21.7852668,-52.1116288,ok,endereco_padronizado,alta,"Rua José Ramos Júnior, 27-50 - Jardim Tropical, Presidente Epitácio, SP, 19470-000, Brasil","Instituto Federal de São Paulo, 27-50, Rua José Ramos Júnior, Jardim Tropical, Presidente Epitácio, São Paulo, Região Sudeste, 19470-000, Brasil",way,959844897.0,5.970473792625342e-05,False
ifsp_campus_presidente_prudente,2022,IFSP,Instituto Federal de São Paulo,Campus Presidente Prudente,Campus,Sudeste,SP,Presidente Prudente,"Rod, Assis Chateaubriand, SP, 32819-599",32819-599,(18) 32819599,cadi.prd@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Rod, Assis Chateaubriand, SP, 32819-599, Brasil",-22.1331452,-51.382302,ok,cep_municipio_uf,media,"32819-599, Presidente Prudente, SP, Brasil","Vila Brasil, Presidente Prudente, São Paulo, Região Sudeste, 19010-031, Brasil",node,1825613954.0,0.14672979247730217,False
ifsp_campus_registro,2010,IFSP,Instituto Federal de São Paulo,Campus Registro,Campus,Sudeste,SP,Registro,"Avenida Clara Gianotti de Souza, 5180, Jardim Agrochá, Registro, SP, 11900-000",11900-000,(13) 3828-2022,drg.rgt@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Avenida Clara Gianotti de Souza, 5180, Jardim Agrochá, Registro, SP, 11900-000, Brasil",-24.5315288,-47.883515,ok,endereco_padronizado,alta,"Avenida Clara Gianotti de Souza, 5180, Jardim Agrochá, Registro, SP, 11900-000, Brasil","Avenida Clara Gianotti de Souza, Jardim Agrochá I, Registro, São Paulo, Região Sudeste, 11900-000, Brasil",way,256268394.0,0.05339268406195159,False
ifsp_campus_rio_claro,2022,IFSP,Instituto Federal de São Paulo,Campus Rio Claro,Campus,Sudeste,SP,Rio Claro,"R. Onze, 2611 - Santana, Rio Claro, SP, 13500-240",13500-240,(11) 3775-4522,cpc@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"R. Onze, 2611 - Santana, Rio Claro, SP, 13500-240, Brasil",-22.4117651,-47.5674848,ok,endereco_padronizado,alta,"R. Onze, 2611 - Santana, Rio Claro, SP, 13500-240, Brasil","Rua 11, Cidade Claret, Dona Angela, Rio Claro, São Paulo, Região Sudeste, 13500-411, Brasil",way,1529021054.0,0.05339298924238953,False
ifsp_campus_salto,2006,IFSP,Instituto Federal de São Paulo,Campus Salto,Campus,Sudeste,SP,Salto,"Av. dos Três Poderes, n° 375 - Residencial Central Parque, Salto, SP, 13325-047",13325-047,(11) 4602-9195,drg.slt@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Av. dos Três Poderes, n° 375 - Residencial Central Parque, Salto, SP, 13325-047, Brasil",-23.1881994,-47.3050357,ok,cep_municipio_uf,media,"13325-047, Salto, SP, Brasil","13325-047, Reserva Central Park, Salto, São Paulo, Região Sudeste, Brasil",,,0.12000999999999995,False
ifsp_campus_sao_carlos,2007,IFSP,Instituto Federal de São Paulo,Campus São Carlos,Campus,Sudeste,SP,São Carlos,"Estrada Municipal Paulo Eduardo de Almeida, Prado, São Carlos, SP, 13565-820",13565-820,(16) 3306-6706,direcao.scl@ifsp.edu.br,https://www.ifsp.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/sao-paulo,"Estrada Municipal Paulo Eduardo de Almeida, Prado, São Carlos, SP, 13565-820, Brasil",-22.0180395,-47.891154,ok,municipio_uf,baixa,"São Carlos, SP, Brasil","São Carlos, São Paulo, Região Sudeste, Brasil",relation,297986.0,0.5782499217611234,True
